OFFENSE_CODE,GEO_LON,GEO_LAT,IS_CRIME,IS_TRAFFIC
912,-104.9889616,39.7529549,1,0
912,-105.0262258,39.6969425,1,0
912,-104.9044844,39.6507833,1,0
912,-104.8807164,39.7882909,1,0
912,-105.0267428,39.6682203,1,0
912,-104.835402,39.78541120000001,1,0
912,-105.0271956,39.7159823,1,0
912,-104.9775391,39.7742573,1,0
912,-104.9916478,39.7498782,1,0
5450,-104.7720758,39.7746734,1,1
912,-105.02663390000002,39.75391679999999,1,0
912,-105.0346021,39.7403349,1,0
912,-105.0094862,39.6961024,1,0
902,-104.9349093,39.6755566,1,0
912,-104.9724594,39.76092020000001,1,0
912,-104.9897577,39.7461941,1,0
912,-105.0019503,39.726431,1,0
912,-104.9105773,39.7021547,1,0
912,-104.9594483,39.6847261,1,0
912,-105.0247788,39.710147,1,0
912,-104.9939516,39.7455588,1,0
912,-105.0253701,39.7057569,1,0
912,-104.8713333,39.7080982,1,0
912,-104.8389125,39.7863287,1,0
912,-104.9638243,39.7402835,1,0
912,-105.0354727,39.7398854,1,0
912,-105.0392387,39.7409324,1,0
912,-104.7976935,39.78942,1,0
912,-104.9962563,39.7356199,1,0
912,-104.9705137,39.767522,1,0
912,-105.018819,39.7125963,1,0
912,-104.9811328,39.7506449,1,0
912,-105.0303564,39.7116354,1,0
5450,-104.8098498,39.78034470000001,1,1
912,-104.9282876,39.7649224,1,0
902,-104.8616786,39.658201700000006,1,0
902,-105.0225896,39.7351696,1,0
902,-105.0455291,39.6707131,1,0
902,-104.9290811,39.7657581,1,0
902,-104.8459966,39.7699928,1,0
912,-105.0286655,39.6908412,1,0
912,-104.87820990000002,39.72386820000001,1,0
912,-104.8861528,39.7392341,1,0
912,-104.9098478,39.7136676,1,0
912,-104.962825,39.764429,1,0
912,-104.9704973,39.7682769,1,0
912,-104.8916834,39.7419779,1,0
912,-104.980229,39.74014570000001,1,0
912,-105.0262097,39.7872285,1,0
5450,-104.846942,39.7773471,1,1
912,-104.9670932,39.7626228,1,0
5450,-104.8829732,39.7772889,1,1
5450,-104.964009,39.7803238,1,1
912,-104.9678051,39.7644351,1,0
5450,-104.9871933,39.718516,1,1
912,-105.0242783,39.6922292,1,0
912,-105.0279426,39.7116807,1,0
912,-105.02301570000002,39.6714612,1,0
912,-104.8356052,39.7778629,1,0
912,-104.8469269,39.7827799,1,0
912,-105.0243687,39.6851686,1,0
912,-104.9050611,39.6954777,1,0
912,-105.0459496,39.6551322,1,0
912,-105.0359541,39.6332731,1,0
912,-105.03142549999998,39.75594,1,0
912,-104.9826439,39.7343144,1,0
912,-104.99440420000002,39.7646677,1,0
912,-104.9777095,39.7547311,1,0
912,-105.049551,39.6988735,1,0
912,-104.8306726,39.7940182,1,0
912,-105.0287038,39.7105389,1,0
912,-104.7651915,39.7855321,1,0
902,-105.0462526,39.7412616,1,0
912,-105.0388612,39.7204732,1,0
5450,-104.9732322,39.7181963,1,1
902,-105.0014047,39.751169,1,0
912,-104.9232728,39.7678409,1,0
912,-104.9899295,39.718182,1,0
912,-104.9024623,39.7189782,1,0
902,-105.0334866,39.6840384,1,0
912,-104.8425768,39.7966521,1,0
912,-104.8683674,39.65417470000001,1,0
912,-105.0328144,39.7140281,1,0
902,-105.0060833,39.6958795,1,0
912,-104.9643817,39.7576196,1,0
912,-104.8453511,39.7819722,1,0
912,-105.0417072,39.6853308,1,0
912,-104.9838029,39.7594524,1,0
912,-105.0265359,39.6999581,1,0
5450,-104.94044479999998,39.77712860000001,1,1
912,-104.751371,39.78086320000001,1,0
912,-104.9574669,39.7769694,1,0
912,-104.9713893,39.78114229999999,1,0
912,-104.9533437,39.77737310000001,1,0
912,-104.8697303,39.70769979999999,1,0
912,-104.9807882,39.7597164,1,0
912,-104.9717542,39.7360175,1,0
912,-105.0114285,39.7050163,1,0
902,-104.7986699,39.7974667,1,0
912,-105.0245971,39.6897514,1,0
912,-104.8217353,39.7941483,1,0
912,-104.9864733,39.7513189,1,0
902,-104.8890347,39.7472132,1,0
912,-104.979578,39.7387455,1,0
912,-104.9892415,39.7325973,1,0
912,-104.982328,39.7400232,1,0
912,-104.9600982,39.7688501,1,0
912,-104.9072773,39.7259372,1,0
912,-104.9805078,39.73995479999999,1,0
912,-105.0166847,39.6983724,1,0
912,-104.9449879,39.7097701,1,0
912,-105.0519774,39.7402074,1,0
912,-104.9559381,39.7681227,1,0
912,-104.8919896,39.7398766,1,0
912,-105.00147959999998,39.770655,1,0
912,-105.0099728,39.7724806,1,0
912,-104.9238814,39.76347620000001,1,0
912,-104.9798226,39.7522807,1,0
5450,-104.9597638,39.75822720000001,1,1
912,-105.0395243,39.7066395,1,0
912,-105.0017862,39.7510333,1,0
912,-104.9848621,39.75472420000001,1,0
912,-104.9623777,39.68405870000001,1,0
912,-104.9516237,39.7752952,1,0
912,-104.9844619,39.7428822,1,0
912,-104.8393686,39.7873909,1,0
912,-105.0551655,39.67878820000001,1,0
912,-105.042949,39.7096151,1,0
902,-104.9393158,39.6892055,1,0
912,-104.770958,39.8021026,1,0
912,-104.9798149,39.7408439,1,0
912,-104.9680541,39.7705197,1,0
912,-105.01898359999998,39.7705082,1,0
912,-104.9768149,39.7473534,1,0
910,-104.91850359999998,39.76897039999999,1,0
912,-104.9257729,39.7583737,1,0
912,-104.9731255,39.7617523,1,0
902,-104.9504368,39.6780049,1,0
5450,-104.9409814,39.6656749,1,1
912,-105.0320746,39.7396797,1,0
912,-105.0384254,39.7051171,1,0
912,-105.0505611,39.7425904,1,0
912,-104.9787009,39.7787729,1,0
912,-104.9366618,39.7617673,1,0
912,-104.9661222,39.7658825,1,0
912,-104.9792581,39.75405720000001,1,0
902,-104.7601651,39.7762875,1,0
912,-104.8529008,39.6587138,1,0
912,-105.0447156,39.703036,1,0
912,-104.9340412,39.7634047,1,0
912,-104.90462340000002,39.7675998,1,0
912,-104.9858144,39.7514533,1,0
912,-104.89130559999998,39.7404331,1,0
912,-105.0110341,39.68051550000001,1,0
5450,-104.92698020000002,39.71117720000001,1,1
902,-104.97745159999998,39.7898059,1,0
912,-104.8573566,39.6592928,1,0
5450,-105.0252296,39.7512071,1,1
912,-105.0436321,39.7177081,1,0
912,-105.0384997,39.7002994,1,0
912,-104.9337654,39.6689458,1,0
910,-104.9358965,39.69419110000001,1,0
912,-104.9808218,39.7402911,1,0
912,-104.9756463,39.7566683,1,0
912,-104.9537733,39.78205850000001,1,0
912,-104.9871573,39.6864919,1,0
912,-104.89074479999998,39.7403094,1,0
912,-104.9811496,39.7156893,1,0
912,-105.0108604,39.7742797,1,0
912,-104.9753652,39.7676234,1,0
912,-104.8647437,39.7728517,1,0
912,-105.0287668,39.6281216,1,0
5450,-104.865889,39.7756333,1,1
912,-104.7676366,39.80217260000001,1,0
912,-105.0256864,39.6847319,1,0
912,-104.9113953,39.7118305,1,0
912,-104.8591131,39.7855591,1,0
912,-104.9919289,39.6752568,1,0
912,-104.9775385,39.7480841,1,0
912,-104.8804498,39.6441443,1,0
912,-104.9361028,39.6928305,1,0
912,-104.939732,39.7563629,1,0
912,-104.9976949,39.7477409,1,0
5450,-104.9141268,39.7112072,1,1
912,-104.93439840000002,39.7632252,1,0
5450,-105.0239343,39.7764608,1,1
912,-104.9073281,39.6778367,1,0
912,-105.02476,39.7428377,1,0
912,-105.04642520000002,39.7052251,1,0
912,-104.9955244,39.7533429,1,0
912,-104.9493955,39.7831334,1,0
912,-104.89674,39.6464967,1,0
5450,-104.9684684,39.7384076,1,1
912,-104.9935915,39.7471577,1,0
912,-104.9803997,39.7401437,1,0
912,-105.0009193,39.7519054,1,0
912,-104.9594379,39.75805,1,0
5450,-104.982116,39.7398383,1,1
912,-104.9499121,39.7644654,1,0
912,-105.0326489,39.6572324,1,0
912,-104.8370175,39.7767508,1,0
902,-105.06029270000002,39.652057,1,0
912,-104.8471253,39.7706524,1,0
912,-104.9059991,39.7622562,1,0
912,-105.0280024,39.7366053,1,0
5450,-104.9862631,39.725647,1,1
912,-104.9976915,39.7447375,1,0
912,-104.8901916,39.7417698,1,0
912,-104.9554822,39.7617818,1,0
912,-105.0514669,39.656548,1,0
912,-104.8417135,39.7881562,1,0
912,-105.0036059,39.7396564,1,0
912,-104.7545373,39.77688610000001,1,0
902,-104.9995503,39.7254654,1,0
912,-104.9161129,39.7655682,1,0
912,-104.835231,39.7858056,1,0
902,-105.0431074,39.6558075,1,0
912,-104.9249304,39.7561487,1,0
912,-105.0235388,39.7106005,1,0
912,-104.9297023,39.6762782,1,0
912,-104.9056326,39.6775151,1,0
912,-104.928472,39.7628095,1,0
912,-104.9085463,39.7504178,1,0
912,-105.0393544,39.6881273,1,0
912,-104.8791923,39.7233353,1,0
902,-104.8467447,39.7954591,1,0
5450,-104.8926846,39.63867070000001,1,1
912,-104.9322604,39.76412360000001,1,0
912,-104.75347940000002,39.7967112,1,0
912,-104.9899683,39.71479179999999,1,0
912,-104.999493,39.7489372,1,0
912,-104.8931845,39.7423343,1,0
5450,-105.034884,39.7112279,1,1
912,-105.0004598,39.7480217,1,0
912,-104.8619644,39.6584037,1,0
912,-104.8849887,39.73776210000001,1,0
912,-104.9269829,39.7630823,1,0
912,-104.762957,39.7801127,1,0
912,-104.9880304,39.702704,1,0
912,-105.02467620000002,39.7127025,1,0
902,-104.81367009999998,39.7819044,1,0
912,-104.9058073,39.6547735,1,0
912,-105.0317085,39.7007804,1,0
912,-104.9883762,39.7551953,1,0
912,-105.0527395,39.7249659,1,0
912,-104.9785878,39.7542711,1,0
912,-105.001928,39.73908660000001,1,0
912,-104.9906244,39.7531955,1,0
912,-104.9733273,39.73866829999999,1,0
912,-104.9527637,39.7655329,1,0
912,-104.9277484,39.7412062,1,0
912,-104.9907453,39.71842720000001,1,0
912,-104.8417153,39.7883484,1,0
